Artist (Ind.),total_chart_appearances,average_rank,best_rank,career_start,career_end,career_length_days,top_50_hits,top_50_rate
Maggie Lindemann,307,88.0944625407166,21,2017-04-03,2018-02-26,329,119.0,0.38762214983713356
Maggie Rogers,2,150.0,141,2019-11-22,2023-01-27,1162,0.0,0.0
Mahalia,2,134.0,76,2022-12-02,2022-12-03,1,0.0,0.0
Mahalini,67,134.16417910447763,62,2023-02-07,2023-05-29,111,0.0,0.0
Mahmood,76,96.64473684210526,5,2019-02-10,2022-05-16,1191,19.0,0.25
Maiara & Maraisa,203,131.59113300492612,32,2020-09-19,2023-02-11,875,3.0,0.014778325123152709
Mainstreet,72,134.05555555555554,72,2021-04-17,2022-03-26,343,0.0,0.0
Maite Perroni,41,183.29268292682926,110,2017-07-27,2020-09-04,1135,0.0,0.0
Majestic,160,83.75,35,2021-04-17,2022-01-01,259,51.0,0.31875
Majid Jordan,1,175.0,175,2019-07-26,2019-07-26,0,0.0,0.0
Major Lazer,1151,119.56559513466551,14,2017-01-01,2021-03-26,1545,222.0,0.19287576020851432
Mala Rodríguez,2,189.5,189,2018-07-03,2018-07-05,2,0.0,0.0
Maldy,131,95.89312977099236,28,2022-08-26,2023-03-04,190,30.0,0.22900763358778625
Malik Monta,2,159.0,156,2022-02-06,2022-02-07,1,0.0,0.0
Malu,62,122.1774193548387,58,2021-03-27,2021-06-13,78,0.0,0.0
Maluma,3549,96.5832628909552,2,2017-01-01,2023-03-24,2273,795.0,0.22400676246830092
Mambo Kingz,1158,96.30569948186529,19,2017-08-16,2023-05-15,2098,203.0,0.17530224525043178
Manu Gavassi,2,193.5,187,2020-08-22,2020-08-23,1,0.0,0.0
Manuel Turizo,2214,94.84191508581752,3,2017-06-03,2023-05-29,2186,736.0,0.3324299909665763
Marc Anthony,55,173.34545454545454,141,2018-10-11,2018-12-29,79,0.0,0.0
Marc E. Bassy,19,185.05263157894737,163,2017-01-01,2017-01-26,25,0.0,0.0
Marc Seguí,172,100.69767441860465,47,2021-06-29,2022-01-06,191,19.0,0.11046511627906977
Marciano Cantero,9,123.22222222222223,58,2019-06-28,2019-07-06,8,0.0,0.0
Marco Mengoni,9,114.66666666666667,65,2023-02-08,2023-05-14,95,0.0,0.0
Marcynho Sensação,160,137.475,28,2021-07-31,2022-03-01,213,2.0,0.0125
Maren Morris,652,104.78527607361963,6,2017-07-01,2020-01-01,914,181.0,0.2776073619631902
Mari Fernandez,47,141.29787234042553,74,2021-12-24,2023-05-28,520,0.0,0.0
Mari Ferndez,149,141.3020134228188,40,2021-06-25,2023-04-30,674,1.0,0.006711409395973154
Maria Becerra,619,86.65428109854604,9,2021-03-05,2022-10-01,575,214.0,0.345718901453958
Mariah Angeliq,177,76.75706214689265,28,2021-03-26,2021-10-02,190,71.0,0.4011299435028249
Mariah Carey,463,64.7732181425486,1,2017-11-11,2022-12-31,1876,242.0,0.5226781857451404
Marian Hill,65,147.7846153846154,102,2017-02-12,2017-04-18,65,0.0,0.0
Marilyn Manson,1,124.0,124,2018-10-31,2018-10-31,0,0.0,0.0
Mark Linett,26,113.23076923076923,43,2017-12-22,2020-12-25,1099,4.0,0.15384615384615385
Mark Morrison,64,101.3125,36,2017-01-01,2022-10-21,2119,11.0,0.171875
Mark Ronson,447,92.8814317673378,13,2017-01-01,2023-01-17,2207,145.0,0.3243847874720358
Maroon 5,3330,97.97807807807808,2,2017-01-01,2023-04-18,2298,998.0,0.2996996996996997
Marquinho no Beat,1,200.0,200,2023-04-14,2023-04-14,0,0.0,0.0
Marracash,32,142.90625,65,2019-10-31,2021-11-23,754,0.0,0.0
Marshmello,3766,91.7190653212958,2,2017-08-11,2023-05-29,2117,1153.0,0.3061603823685608
Martin Garrix,1692,90.64598108747045,5,2017-01-01,2021-08-11,1683,574.0,0.3392434988179669
Martin Jensen,304,82.00657894736842,24,2017-01-01,2019-04-04,823,119.0,0.39144736842105265
Martin Solveig,9,187.11111111111111,172,2017-05-26,2019-07-25,790,0.0,0.0
Marvin Divine,1,187.0,187,2020-12-05,2020-12-05,0,0.0,0.0
Marvin Gaye,4,123.5,85,2017-01-01,2018-07-04,549,0.0,0.0
Marília Mendonça,584,126.78767123287672,23,2018-09-15,2023-05-27,1715,25.0,0.04280821917808219
Masked Wolf,387,67.73643410852713,2,2021-01-14,2022-03-05,415,203.0,0.524547803617571
Mason Ramsey,28,93.71428571428571,53,2018-04-27,2019-07-25,454,0.0,0.0
Massimo Pericolo,3,156.0,100,2019-07-05,2019-07-07,2,0.0,0.0
Master KG,85,125.54117647058824,68,2020-09-05,2021-05-28,265,0.0,0.0
Mata,3,182.33333333333334,178,2021-06-22,2022-08-12,416,0.0,0.0
Matheus & Kauan,65,174.33846153846153,130,2018-05-26,2023-05-06,1806,0.0,0.0
Matheus Fernandes,152,132.76973684210526,42,2021-05-29,2022-07-23,420,4.0,0.02631578947368421
Matoma,173,86.45664739884393,21,2017-01-01,2017-07-17,197,76.0,0.4393063583815029
Matt Maltese,5,166.0,154,2021-06-06,2021-06-10,4,0.0,0.0
Matt Terry,21,181.14285714285714,160,2018-01-02,2018-01-31,29,0.0,0.0
Matthew Wilder,21,143.76190476190476,104,2020-01-18,2020-02-08,21,0.0,0.0
Matuê,130,131.13076923076923,37,2020-09-11,2023-05-23,984,3.0,0.023076923076923078
Mau y Ricky,613,116.80097879282219,28,2018-02-24,2019-10-12,595,81.0,0.13213703099510604
Mauro Castillo,134,41.55223880597015,7,2021-12-26,2022-05-08,133,97.0,0.7238805970149254
Mavzer Tabancas,8,181.625,163,2022-09-27,2022-10-04,7,0.0,0.0
Max B,8,112.5,78,2017-07-14,2017-07-21,7,0.0,0.0
Maxwell,11,166.72727272727272,88,2017-07-18,2021-05-21,1403,0.0,0.0
Mc Anjim,50,143.82,83,2021-09-10,2021-11-13,64,0.0,0.0
Mc Danny,114,137.30701754385964,19,2021-02-13,2023-02-19,736,2.0,0.017543859649122806
Mc Davi,80,116.175,62,2021-05-06,2022-06-11,401,0.0,0.0
Mc Don Juan,130,124.33846153846154,62,2021-04-10,2022-06-11,427,0.0,0.0
Mc Frog,55,115.25454545454545,35,2022-03-19,2022-06-04,77,3.0,0.05454545454545454
Mc Lele JP,21,172.61904761904762,148,2021-01-21,2021-02-14,24,0.0,0.0
Mc Livinho,7,185.71428571428572,172,2017-07-15,2019-03-03,596,0.0,0.0
Mc Paiva ZS,29,171.31034482758622,125,2022-08-26,2022-11-19,85,0.0,0.0
Mc Pedrinho,160,100.6875,24,2021-05-06,2022-06-04,394,19.0,0.11875
Mc Pelé,14,169.78571428571428,117,2023-01-14,2023-02-18,35,0.0,0.0
Mc Poze do Rodo,17,178.0,152,2021-04-17,2021-06-26,70,0.0,0.0
Mc RF,29,162.93103448275863,65,2022-12-06,2023-01-08,33,0.0,0.0
Mc Renn,2,152.0,152,2022-01-01,2022-01-01,0,0.0,0.0
Mc Tato,2,182.0,176,2023-02-11,2023-02-18,7,0.0,0.0
Mc Topre,64,146.75,75,2021-10-09,2022-01-01,84,0.0,0.0
Mc Vitin Da Igrejinha,25,164.64,106,2022-06-30,2022-07-30,30,0.0,0.0
Mc Zaac,205,127.04878048780488,18,2017-12-18,2020-09-26,1013,16.0,0.07804878048780488
Meat Loaf,3,104.66666666666667,86,2022-01-21,2022-01-21,0,0.0,0.0
Meek Mill,445,101.6494382022472,8,2018-07-07,2021-10-07,1188,153.0,0.3438202247191011
Megan Thee Stallion,709,93.39069111424541,11,2019-07-27,2022-08-14,1114,158.0,0.22284908321579688
Meghan Trainor,268,77.51119402985074,9,2017-12-10,2023-05-18,1985,119.0,0.44402985074626866
Mel & Kim,3,179.66666666666666,171,2018-12-25,2019-12-25,365,0.0,0.0
Melanie Martinez,220,98.05454545454545,27,2019-09-08,2023-04-12,1312,67.0,0.30454545454545456
Melanie Thornton,6,94.16666666666667,80,2017-12-24,2022-12-24,1826,0.0,0.0
Melody,44,142.54545454545453,68,2022-07-09,2022-09-17,70,0.0,0.0
Menor MC,39,153.89743589743588,88,2021-12-30,2022-02-27,59,0.0,0.0
Menor Nico,16,161.8125,58,2020-12-12,2021-01-23,42,0.0,0.0
Mert Demir,37,134.1891891891892,81,2022-12-04,2023-01-16,43,0.0,0.0
Metallica,67,85.4776119402985,12,2022-07-01,2022-11-29,151,22.0,0.3283582089552239
Metro Boomin,1491,101.30181086519114,1,2017-01-01,2023-05-29,2339,322.0,0.215962441314554
MiC LOWRY,25,152.96,136,2017-01-01,2017-01-25,24,0.0,0.0
Miami Yacine,1,180.0,180,2019-08-23,2019-08-23,0,0.0,0.0
Michael Bublé,717,87.62482566248256,3,2017-11-24,2022-12-27,1859,256.0,0.35704323570432356
Michael Jackson,79,102.84810126582279,1,2017-01-01,2023-01-01,2191,27.0,0.34177215189873417
Michael Schulte,2,150.0,126,2018-05-13,2018-05-14,1,0.0,0.0
Michelle Williams,96,144.88541666666666,81,2018-01-02,2018-04-03,91,0.0,0.0
Micro TDH,192,87.16145833333333,43,2019-01-11,2019-08-10,211,8.0,0.041666666666666664
Miggy Dela Rosa,195,93.74871794871795,29,2022-06-02,2023-01-14,226,63.0,0.3230769230769231
Migos,1989,106.54147812971343,8,2017-01-01,2021-07-01,1642,329.0,0.16540975364504776
Migrantes,186,113.52150537634408,36,2020-11-22,2023-05-29,918,17.0,0.0913978494623656
Miguel,530,89.68301886792453,14,2017-08-25,2023-05-29,2103,162.0,0.30566037735849055
Mike Perry,54,124.14814814814815,74,2017-01-01,2017-03-03,61,0.0,0.0
Mike Posner,249,121.61847389558233,32,2017-01-01,2017-12-31,364,8.0,0.0321285140562249
Mike Will Made It,10,137.5,98,2018-11-16,2020-11-06,721,0.0,0.0
Mike Yung,1,117.0,117,2018-11-02,2018-11-02,0,0.0,0.0
Mikky Ekko,12,136.0,39,2017-02-14,2023-02-22,2199,1.0,0.08333333333333333
Mikolas Josef,4,158.5,119,2018-05-13,2018-05-16,3,0.0,0.0
Miksu / Macloud,38,125.86842105263158,52,2020-01-17,2022-04-29,833,0.0,0.0
Mila,26,160.42307692307693,96,2020-01-17,2020-02-25,39,0.0,0.0
Miley Cyrus,1175,83.07063829787234,1,2017-05-11,2023-05-29,2209,499.0,0.4246808510638298
Milky Chance,36,175.36111111111111,157,2017-01-02,2017-02-11,40,0.0,0.0
Milly,129,108.06976744186046,55,2021-01-11,2021-05-20,129,0.0,0.0
Milo j,95,67.6842105263158,36,2023-02-24,2023-05-29,94,43.0,0.45263157894736844
Mimi Webb,12,192.0,177,2021-04-13,2021-04-29,16,0.0,0.0
MistaJam,1,137.0,137,2021-07-02,2021-07-02,0,0.0,0.0
Mitchell Ayres & His Orchestra,60,96.63333333333334,26,2021-12-21,2022-12-26,370,9.0,0.15
Mitski,2,161.5,151,2021-10-05,2021-10-06,1,0.0,0.0
Mobb Deep,1,179.0,179,2017-06-21,2017-06-21,0,0.0,0.0
Moelogo,1,149.0,149,2017-10-13,2017-10-13,0,0.0,0.0
Moliy,65,111.2,60,2021-12-21,2022-02-24,65,0.0,0.0
Monet192,1,191.0,191,2020-03-20,2020-03-20,0,0.0,0.0
Money Man,57,159.3684210526316,125,2020-09-08,2020-11-05,58,0.0,0.0
Monsieur Periné,22,120.27272727272727,76,2021-10-24,2021-11-14,21,0.0,0.0
Montell Fish,24,143.75,90,2022-09-16,2022-10-11,25,0.0,0.0
Montez,26,157.23076923076923,127,2021-08-02,2021-08-30,28,0.0,0.0
Moon Taxi,67,136.46268656716418,107,2017-06-25,2017-08-30,66,0.0,0.0
Mora,800,109.7875,19,2020-02-29,2023-05-13,1169,72.0,0.09
Morad,5,146.2,116,2021-12-09,2021-12-14,5,0.0,0.0
Morat,25,160.56,79,2017-02-28,2022-11-04,2075,0.0,0.0
Morgan Wallen,411,110.13138686131387,10,2020-08-14,2023-05-29,1018,123.0,0.29927007299270075
Mother Mother,101,148.14851485148515,112,2020-12-27,2021-04-08,102,0.0,0.0
Mozzik,28,164.53571428571428,131,2018-09-14,2021-05-28,987,0.0,0.0
Mozzy,4,159.75,130,2018-02-09,2018-02-12,3,0.0,0.0
Mr Eazi,9,132.88888888888889,69,2019-06-28,2020-09-11,441,0.0,0.0
Mr. NaisGai,155,86.65161290322581,29,2021-05-07,2021-10-09,155,62.0,0.4
Mr.Kitty,280,146.0142857142857,97,2022-04-17,2023-02-22,311,0.0,0.0
Mr.Rain,11,119.81818181818181,75,2023-02-08,2023-02-18,10,0.0,0.0
Mud,7,137.57142857142858,95,2017-12-25,2022-12-25,1826,0.0,0.0
Mudd the student,3,130.33333333333334,99,2022-09-01,2022-09-03,2,0.0,0.0
Mufasa & Hypeman,50,147.86,17,2021-12-22,2022-04-29,128,1.0,0.02
Mumford & Sons,3,131.66666666666666,87,2018-09-21,2018-11-16,56,0.0,0.0
Muni Long,55,116.0,9,2022-01-21,2023-05-29,493,12.0,0.21818181818181817
Mura Masa,54,169.25925925925927,155,2017-01-02,2017-02-27,56,0.0,0.0
Murda,9,177.22222222222223,154,2019-10-01,2019-10-13,12,0.0,0.0
Murda Beatz,74,124.16216216216216,61,2018-12-12,2020-05-13,518,0.0,0.0
Muse,4,136.25,116,2017-05-19,2022-01-14,1701,0.0,0.0
Musical Youth,52,119.57692307692308,81,2022-06-02,2022-07-23,51,0.0,0.0
Mustafa,7,86.42857142857143,65,2022-12-02,2022-12-08,6,0.0,0.0
Mustard,651,107.99078341013825,35,2019-01-18,2020-09-01,592,83.0,0.12749615975422426
My Chemical Romance,15,174.06666666666666,46,2021-10-04,2022-05-15,223,1.0,0.06666666666666667
Myd,1,188.0,188,2021-11-17,2021-11-17,0,0.0,0.0
Myke Towers,2860,96.3534965034965,5,2019-03-14,2023-04-09,1487,780.0,0.2727272727272727
Mykola Dmytrovych Leontovych,52,136.59615384615384,29,2017-12-02,2022-12-25,1849,2.0,0.038461538461538464
MØ,246,113.95121951219512,38,2017-01-01,2018-07-13,558,29.0,0.11788617886178862
Márcia Fellipe,10,169.1,134,2018-12-29,2019-01-26,28,0.0,0.0
Måneskin,1019,79.48969578017665,1,2021-03-07,2023-02-06,701,453.0,0.4445534838076546
N.E.R.D,65,105.96923076923076,54,2017-11-02,2018-04-21,170,0.0,0.0
NAV,18,86.27777777777777,42,2020-08-14,2022-01-02,506,7.0,0.3888888888888889
NCT DREAM,1,189.0,189,2021-05-11,2021-05-11,0,0.0,0.0
NEIKED,464,102.57758620689656,29,2017-01-01,2022-05-05,1950,62.0,0.1336206896551724
NF,445,94.82921348314606,6,2017-10-05,2023-04-13,2016,171.0,0.3842696629213483
NGEE,1,157.0,157,2021-04-16,2021-04-16,0,0.0,0.0
NIKI,69,127.08695652173913,74,2022-01-06,2022-03-17,70,0.0,0.0
NLE Choppa,420,103.82857142857142,9,2019-05-29,2023-05-29,1461,26.0,0.06190476190476191
NMIXX,7,191.0,183,2022-03-07,2022-03-21,14,0.0,0.0
NOTD,134,135.97014925373134,53,2018-04-07,2019-02-21,320,0.0,0.0
Nano,1,199.0,199,2017-03-12,2017-03-12,0,0.0,0.0
Naps,74,131.1216216216216,85,2020-08-18,2022-05-25,645,0.0,0.0
Nardo Wick,22,166.9090909090909,54,2021-10-10,2022-10-15,370,0.0,0.0
Nas,17,123.58823529411765,66,2018-06-16,2018-06-19,3,0.0,0.0
Nat King Cole,274,101.24452554744525,14,2017-12-02,2022-12-26,1850,43.0,0.15693430656934307
Nat King Cole Trio,4,175.5,143,2017-12-25,2020-12-25,1096,0.0,0.0
Natalie Taylor,35,179.45714285714286,151,2020-05-13,2020-07-06,54,0.0,0.0
Natan & Shander,165,80.89696969696969,31,2021-05-10,2021-10-16,159,39.0,0.23636363636363636
Natanael Cano,402,53.73134328358209,8,2023-01-06,2023-05-29,143,256.0,0.6368159203980099
Nate Dogg,633,166.6429699842022,63,2017-01-02,2023-02-01,2221,0.0,0.0
Nathan Evans,137,82.22627737226277,29,2021-02-09,2021-07-03,144,56.0,0.40875912408759124
Nathaniel Alford,2,172.5,148,2017-10-27,2017-10-30,3,0.0,0.0
Nathy Peluso,100,119.02,71,2020-12-05,2021-10-30,329,0.0,0.0
Natti Natasha,1528,101.76243455497382,16,2017-09-11,2022-03-25,1656,289.0,0.18913612565445026
Nause,14,125.07142857142857,109,2017-01-01,2017-01-14,13,0.0,0.0
Nayer,1,169.0,169,2021-12-31,2021-12-31,0,0.0,0.0
Ne-Yo,1,169.0,169,2021-12-31,2021-12-31,0,0.0,0.0
Nea,98,107.44897959183673,68,2020-06-12,2020-12-31,202,0.0,0.0
Nego do Borel,196,56.32142857142857,14,2017-11-03,2018-05-17,195,103.0,0.5255102040816326
Neil Diamond,1,101.0,101,2021-07-11,2021-07-11,0,0.0,0.0
Neil deGrasse Tyson,2,165.5,131,2017-05-05,2017-05-06,1,0.0,0.0
Nekfeu,15,151.0,63,2019-06-07,2019-06-13,6,0.0,0.0
Nel-Denarro,1,193.0,193,2018-11-09,2018-11-09,0,0.0,0.0
Nelly Furtado,35,174.37142857142857,143,2020-10-20,2022-12-31,802,0.0,0.0
Nemir,1,171.0,171,2019-06-07,2019-06-07,0,0.0,0.0
Neo Beats,121,92.1900826446281,26,2021-04-17,2022-04-21,369,40.0,0.3305785123966942
Nessa Barrett,12,186.0,169,2021-08-06,2022-07-19,347,0.0,0.0
Netta,8,128.625,52,2018-05-13,2018-05-20,7,0.0,0.0
Nevada,63,99.85714285714286,36,2017-01-01,2017-03-10,68,11.0,0.1746031746031746
New West,157,111.22292993630573,75,2022-11-28,2023-05-29,182,0.0,0.0
NewJeans,547,86.75502742230347,9,2022-08-11,2023-05-29,291,196.0,0.3583180987202925
Niack,100,139.87,72,2020-05-30,2021-01-01,216,0.0,0.0
Niall Horan,724,105.02486187845304,22,2017-01-01,2023-04-28,2308,175.0,0.24171270718232044
Nick Jos,22,161.6818181818182,108,2017-02-10,2018-09-18,585,0.0,0.0
Nicki Minaj,1926,92.77985462097611,3,2017-01-01,2023-05-18,2328,521.0,0.27050882658359293
Nicki Nicole,345,98.32463768115942,21,2019-08-16,2023-04-09,1332,66.0,0.19130434782608696
Nickoog Clk,53,93.41509433962264,45,2022-09-22,2022-11-13,52,11.0,0.20754716981132076
Nicky Jam,3420,99.00584795321637,3,2017-01-01,2023-05-29,2339,880.0,0.2573099415204678
Nicky Romero,1,169.0,169,2018-09-07,2018-09-07,0,0.0,0.0
Nicky Youre,325,98.9723076923077,27,2022-04-24,2023-05-29,400,121.0,0.3723076923076923
Nico Valdi,122,87.0,36,2023-01-28,2023-05-29,121,17.0,0.13934426229508196
Night Lovell,8,144.75,115,2021-09-03,2021-09-10,7,0.0,0.0
Nightcrawlers,343,71.4402332361516,11,2021-02-12,2022-04-29,441,181.0,0.5276967930029155
Nigo,2,186.5,177,2022-03-25,2022-03-25,0,0.0,0.0
NiiHWA,2,122.0,75,2020-05-22,2020-05-23,1,0.0,0.0
Nile Rodgers,67,140.2537313432836,48,2022-03-25,2023-05-29,430,1.0,0.014925373134328358
Nimo,36,140.38888888888889,78,2019-04-12,2021-03-26,714,0.0,0.0
Nina Chuba,11,179.27272727272728,161,2022-08-19,2022-09-02,14,0.0,0.0
Nina Nesbitt,4,152.25,112,2018-12-24,2019-12-25,366,0.0,0.0
Ninho,60,145.61666666666667,69,2019-02-22,2022-05-25,1188,0.0,0.0
Nio Garcia,1176,80.60034013605443,7,2018-04-14,2022-03-05,1421,488.0,0.41496598639455784
Nipsey Hussle,32,117.5625,57,2019-04-01,2021-02-12,683,0.0,0.0
Nirvana,1038,149.41040462427745,10,2020-12-30,2023-04-06,827,25.0,0.024084778420038536
Niska,2,194.0,193,2017-09-23,2019-09-06,713,0.0,0.0
Nitro,5,154.8,102,2019-07-05,2019-07-09,4,0.0,0.0
Nitti Gritti,2,165.5,134,2018-12-24,2018-12-28,4,0.0,0.0
Niño de Elche,86,132.12790697674419,31,2020-11-06,2021-03-06,120,6.0,0.06976744186046512
No I.D.,2,122.0,82,2017-05-05,2017-05-06,1,0.0,0.0
Noa Kirel,2,118.0,91,2023-05-14,2023-05-15,1,0.0,0.0
Noah Cyrus,559,125.48479427549195,52,2017-01-01,2021-01-14,1474,0.0,0.0
Norah Jones,1,196.0,196,2020-12-25,2020-12-25,0,0.0,0.0
Noriel,164,170.5060975609756,116,2018-04-14,2019-11-17,582,0.0,0.0
Norm Ender,12,167.5,136,2019-07-19,2019-07-31,12,0.0,0.0
Normani,120,79.125,39,2018-10-26,2022-07-29,1372,20.0,0.16666666666666666
Nuka,93,146.55913978494624,101,2020-11-20,2021-04-03,134,0.0,0.0
Numidia,1,159.0,159,2020-07-03,2020-07-03,0,0.0,0.0
OIK,33,164.78787878787878,107,2019-10-19,2020-01-01,74,0.0,0.0
OMI,1,167.0,167,2018-07-04,2018-07-04,0,0.0,0.0
Oasis,706,182.12181303116148,135,2017-01-19,2021-10-02,1717,0.0,0.0
Octavian,27,143.44444444444446,112,2020-10-25,2020-11-23,29,0.0,0.0
Ofenbach,401,143.1995012468828,50,2017-05-13,2021-08-14,1554,1.0,0.0024937655860349127
Offset,836,117.1866028708134,19,2017-06-24,2022-07-29,1861,153.0,0.18301435406698566
Ol' Dirty Bastard,2,148.0,118,2022-12-09,2022-12-10,1,0.0,0.0
Olga Merediz,67,100.28358208955224,57,2022-01-03,2022-03-13,69,0.0,0.0
Oliver Heldens,69,162.57971014492753,75,2019-11-08,2020-02-08,92,0.0,0.0
Oliver Tree,407,76.5945945945946,9,2021-09-02,2023-04-08,583,197.0,0.48402948402948404
Olivia Holt,110,105.74545454545455,63,2017-01-14,2017-05-04,110,0.0,0.0
Olivia Newton-John,2,156.5,140,2022-08-09,2022-08-09,0,0.0,0.0
Olivia Rodrigo,3813,74.54130605822188,1,2020-01-06,2023-01-19,1109,1658.0,0.4348282192499344
Olly Murs,1,183.0,183,2017-08-04,2017-08-04,0,0.0,0.0
Omah Lay,8,121.125,46,2022-03-04,2022-03-11,7,1.0,0.125
Omar Apollo,84,117.39285714285714,45,2022-09-19,2023-01-30,133,9.0,0.10714285714285714
Omar Montes,17,162.23529411764707,112,2019-10-26,2019-11-23,28,0.0,0.0
Omega Sapien,3,130.33333333333334,99,2022-09-01,2022-09-03,2,0.0,0.0
OmenXIII,1,154.0,154,2022-04-08,2022-04-08,0,0.0,0.0
One Direction,386,138.16321243523316,29,2020-07-22,2023-05-29,1041,2.0,0.0051813471502590676
OneRepublic,1993,108.4666332162569,7,2017-04-28,2023-05-29,2222,451.0,0.22629202207727045
Orelsan,7,142.57142857142858,111,2018-11-15,2021-11-19,1100,0.0,0.0
Os Barões Da Pisadinha,226,141.25221238938053,28,2020-09-06,2022-01-01,482,2.0,0.008849557522123894
Os Gemeos da Putaria,17,165.41176470588235,121,2023-02-18,2023-04-01,42,0.0,0.0
Os Hawaianos,7,164.85714285714286,149,2022-04-16,2022-05-08,22,0.0,0.0
Oscar Maydon,138,68.48550724637681,39,2023-01-13,2023-05-29,136,24.0,0.17391304347826086
Otis Redding,7,126.42857142857143,91,2020-12-24,2022-12-25,731,0.0,0.0
Otto Waalkes,1,149.0,149,2023-05-26,2023-05-26,0,0.0,0.0
Outkast,10,136.6,73,2017-12-31,2022-12-31,1826,0.0,0.0
Ovy On The Drums,168,110.48214285714286,32,2022-08-12,2023-04-15,246,2.0,0.011904761904761904
Oxlade,53,123.81132075471699,91,2022-09-05,2022-10-27,52,0.0,0.0
Ozuna,7463,94.00281388181696,2,2017-01-01,2023-05-29,2339,1962.0,0.26289695832775023
Ozzy Osbourne,1,129.0,129,2020-02-21,2020-02-21,0,0.0,0.0
P!nk,523,106.16826003824092,14,2017-03-10,2023-02-17,2170,89.0,0.1701720841300191
PARTYNEXTDOOR,163,88.63803680981596,4,2017-01-26,2020-06-16,1237,46.0,0.2822085889570552
PEDRO SAMPAIO,176,121.36363636363636,24,2019-12-14,2022-06-04,903,20.0,0.11363636363636363
PNAU,525,48.94285714285714,2,2021-12-21,2023-05-29,524,305.0,0.580952380952381
PNL,58,115.24137931034483,27,2018-06-23,2019-06-06,348,6.0,0.10344827586206896
PR1ISVX,10,142.3,117,2023-04-08,2023-04-17,9,0.0,0.0
PSY,42,92.69047619047619,16,2022-04-29,2022-06-09,41,10.0,0.23809523809523808
PUBLIC,101,156.17821782178217,112,2020-03-08,2020-06-29,113,0.0,0.0
Pablito Pesadilla,53,93.41509433962264,45,2022-09-22,2022-11-13,52,11.0,0.20754716981132076
Pabllo Vittar,32,145.125,57,2017-08-05,2021-01-23,1267,0.0,0.0
Pablo Chill-E,23,105.30434782608695,40,2020-02-29,2020-03-22,22,1.0,0.043478260869565216
Pailita,255,95.34117647058824,32,2022-03-31,2022-10-01,184,31.0,0.12156862745098039
Paloma Faith,166,130.9156626506024,83,2018-04-14,2022-11-03,1664,0.0,0.0
Paloma Mami,142,106.40140845070422,32,2019-03-22,2022-10-01,1289,17.0,0.11971830985915492
Pamungkas,8,174.625,154,2021-03-14,2021-03-23,9,0.0,0.0
Panic! At The Disco,911,103.0735455543359,8,2018-03-22,2022-08-28,1620,198.0,0.21734357848518113
Paramore,53,134.0754716981132,59,2017-04-19,2023-02-10,2123,0.0,0.0
Park Ji-yoon,1,95.0,95,2022-12-02,2022-12-02,0,0.0,0.0
Pashanim,66,152.86363636363637,92,2020-05-18,2022-07-08,781,0.0,0.0
Passenger,183,185.43715846994536,125,2017-01-02,2021-02-18,1508,0.0,0.0
Patricia Quinn,1,188.0,188,2021-10-31,2021-10-31,0,0.0,0.0
Paul Blanco,2,134.0,76,2022-12-02,2022-12-03,1,0.0,0.0
Paul McCartney,181,75.01657458563535,10,2017-12-01,2022-12-26,1851,56.0,0.30939226519337015
Paul Rosenberg,17,103.47058823529412,20,2018-08-31,2018-09-17,17,6.0,0.35294117647058826
Paulo Londra,1209,97.93382961124897,2,2018-03-20,2022-11-25,1711,317.0,0.26220016542597185
Paulo Pires,49,139.51020408163265,28,2021-11-06,2022-02-27,113,1.0,0.02040816326530612
Peach Tree Rascals,83,141.32530120481928,102,2020-06-17,2020-09-23,98,0.0,0.0
Pedro Capó,639,74.80594679186228,5,2018-11-10,2020-04-30,537,304.0,0.4757433489827856
Peggy Lee,1,190.0,190,2017-12-25,2017-12-25,0,0.0,0.0
Pentatonix,53,144.41509433962264,51,2017-12-02,2022-12-25,1849,0.0,0.0
Perry Como,264,113.12878787878788,26,2017-12-02,2022-12-26,1850,24.0,0.09090909090909091
Peso Pluma,903,65.74197120708749,1,2022-08-17,2023-05-29,285,512.0,0.5669988925802879
Peter Fox,3,182.66666666666666,165,2022-10-27,2022-10-29,2,0.0,0.0
Peter Manos,9,182.88888888888889,156,2018-12-17,2019-01-03,17,0.0,0.0
Petit Biscuit,124,100.7258064516129,52,2017-01-01,2017-05-13,132,0.0,0.0
Petter Ferraz,16,161.8125,58,2020-12-12,2021-01-23,42,0.0,0.0
Pharrell Williams,412,123.9004854368932,21,2017-01-01,2022-11-28,2157,37.0,0.08980582524271845
Phoebe Bridgers,12,103.16666666666667,28,2022-12-09,2022-12-20,11,1.0,0.08333333333333333
Phoebe Ryan,117,92.68376068376068,22,2017-01-01,2017-05-01,120,41.0,0.3504273504273504
Phoenix,1,183.0,183,2017-04-28,2017-04-28,0,0.0,0.0
Pi'erre Bourne,1,190.0,190,2018-05-11,2018-05-11,0,0.0,0.0
Pinguini Tattici Nucleari,2,198.5,198,2020-02-09,2020-02-10,1,0.0,0.0
Pink Sweat$,191,117.82198952879581,66,2020-10-27,2021-05-25,210,0.0,0.0
PinkPantheress,205,78.65853658536585,3,2021-07-26,2023-05-29,672,112.0,0.5463414634146342
Piso 21,1180,115.00762711864407,29,2017-01-01,2021-02-27,1518,123.0,0.10423728813559321
Pitbull,193,99.08290155440415,57,2017-03-10,2022-03-25,1841,0.0,0.0
